639068719524634625	michael jackson	positive	#TodayInMusicHistory Michael Jackson earned his 12th and last solo #1 during his lifetime with the song "You Are... http://t.co/Nlw0yhsCSk
639089888684580864	michael jackson	positive	Last Saturday would have been his 58th birthday. Mussic from Michael Jackson coming up in just a few minutes.....
639090903169142786	michael jackson	positive	Let us dream of tomorrow where we can truly love from thsoul,&amp; know love as the ultimate truth at the heart of all creation Michael Jackson
639105721896865792	michael jackson	positive	Will YayaDub dance this Saturday?  Think she can do the Michael Jackson dance. #aldubjourneytoforever
639216221825671168	michael jackson	positive	I JUST CAN'T STOP LOVING YOU by MICHAEL JACKSON AND SIEDAH GARRETT was no.3 in the UK charts on 2 September 1987
639297029189988352	michael jackson	positive	s/o to 7th grade year when being michael jackson still lost to a bumblebee during the halloween costume contest http://t.co/bS2QbzrPjG
639372766198779904	michael jackson	positive	Jay Z apparently joined Instagram on Saturday and posted a photo montage of himself with Michael Jackson, who would have been 57 years old.
639395430472790016	michael jackson	positive	Remembering Michael Jackson Thursday, September 3rd Starting at 22:00  Party like a king in memory of the King of... http://t.co/yyhSrlNhxt
639404422204813312	michael jackson	positive	Mojo just did a mini-mix of classic Michael Jackson that just made my Thursday better.
639432600885587969	michael jackson	positive	#np The Way You Make Me Feel - 2012 Remaster by Michael Jackson from the album Bad 25th Anniversary.
639520546552684545	michael jackson	positive	On this day (September 03, 2009), Michael Jackson was buried at his final resting place - The... http://t.co/CgYtsWrr7z
639534483352473601	michael jackson	positive	#Unbreakable will mark the 1st time Janet Jackson has opened up about her brother Michael Jackson http://t.co/id0GdjDg4p
639644271847546881	michael jackson	positive	Fandom Infiltration - As you may or may not know, I accompanied my mawm to the Michael Jackson One Cirque... http://t.co/l1XAIbpI7i
639671487310360577	michael jackson	positive	@candycaneliam @MidnightMiseryx @fandombeliefs and may i remind you that 4/5D look up to Michael Jackson lol
639785510177632256	michael jackson	positive	Michael Jackson, a place with no name. Rare USA sold out: $129.99End Date: Thursday Sep-10-201... http://t.co/aOAwUrXS02 #michaeljackson
639904246582878210	michael jackson	positive	i move tomorrow and i still havent packed 1 thing but i dont care because michael jackson released an album when he was dead
640047532370997249	michael jackson	positive	Your #Saturday #Satisfaction with Michael Jackson - You are not alone (radio edit) http://t.co/CvHFOMO1tN #zaterdag #samedi
640146715182436352	michael jackson	positive	Its #FreddieMercury's 69th Birthday! Many of you may have seen this, here's a rare pic of him with Michael Jackson! http://t.co/RY5GliAqjq
640176482954952704	michael jackson	positive	so everyone was so happy bc michael jackson came and he sat down and started singing so we all gathered around and listened
640177161035513856	michael jackson	positive	Put my Michael Jackson playlist on and cleaned the hell out of my house. Gonna be a great Saturday.
640179617660178432	michael jackson	positive	Portland, make sure and catch @mattwertz this Wednesday at 8 at Alberta Rose Theater. I'm hoping for at least 4 Michael Jackson covers.
640215120191164416	michael jackson	positive	I'm trying to decide what I want my son to be 4 Halloween 1.Donald Trump  2.Barack Obama or 3rd Michael Jackson he could pull off all three
640294027594723329	michael jackson	positive	The Weeknd may be a God. Or the new age Michael Jackson
640313576633167872	michael jackson	positive	Here is how Michael Jackson may have done it. https://t.co/QinqpGkee9
640360829062221824	michael jackson	positive	On Tuesday, 10/27, starting at 4:00pm PST, watch the Michael Jackson's This Is It movie live red carpet premiere on http://t.co/OmQ2XKOKDp
640390484704137216	michael jackson	positive	@CarbieWarbie TY4 follow. Happy Sunday! ET the Extraterrestrial (Storybook) as told by Michael Jackson (Movie Edit) https://t.co/Kfa3Y3yFUX
640545706525204480	michael jackson	positive	OFF THE WALL by MICHAEL JACKSON was no.12 in the UK album charts on 6 September 1980
640548889410539520	michael jackson	positive	will be resuming his "Artist of the Week" selections on Tuesday. His featured artist at that time will be Michael Jackson.
640553062290059264	michael jackson	positive	Sunday brunch with a Bloody Mary is the best! Michael Jackson is on the radio too! #drinklocal #dolocal #music http://t.co/S7dFzns799
640704989363462144	michael jackson	positive	I get my 1st slumber party with Helen Byers Moore since our back in the day moments with our Michael Jackson... http://t.co/nkmXUYxheD
640745408810119168	michael jackson	positive	On 6 September 2001, Michael Jackson made a surprise appearance at the mtv vma where she danced with * Nsync. http://t.co/EwlitvXQML
640748606958383104	michael jackson	positive	They're showing the Motown 25th on PBS. Michael Jackson at the height of his fame. Mind blowing moves. #MoonwalkDebut
640961765208137728	michael jackson	positive	@jermjackson5 omg your in London on September 12th I'm going to London for the Michael Jackson kingvention that day!!!!
640980516871774210	michael jackson	positive	Rock Calendar 9-7-01: Performing on stage for first time in 11 years, Michael Jackson is reunited with Jackson 5 at The 30th Anniv. Celeb.
641016681234628612	michael jackson	positive	when i was in 4th grade my sister convinced me that michael jackson was the guy in the barney suit all those years
641028806795509760	michael jackson	positive	@8dreamerMJJ thank god i was so nervous i didn't how Michael Jackson hardcore fans may feel about @chrisbrown taking on such a big project
641221720326688768	michael jackson	positive	@JusReign my favourite Michael Jackson is the one with the tingalingalingalingashingshongbhungbhaaanng tap tap moonwalk on the sun
641338433663688704	michael jackson	positive	For ICC i cud jst sing along the 1st time i heard it But Dumb Dumb  I jst remember alotta highnotes Dumb x6 and sumthing michael jackson
641414078519463936	michael jackson	positive	Michael from Good Times is the 2nd greatest Michael. Michael Jackson is number one.
641463488037031936	michael jackson	positive	Monarchy expert D. Michael Jackson will chat about Queen Elizabeth's long reign on @NewsTalk770 tomorrow at 12:30pm.
620657248138862593	michelle obama	positive	If Barack or Michelle Obama walk the runway during Style tonight or tomorrow life will be complete. That is all.
620726887162191872	michelle obama	positive	Michelle Obama seems to have really enjoyed her theater going this weekend. She saw Kinky Boots on Saturday, and The King and I on Sunday.
620738772179619840	michelle obama	positive	Michelle Obama set the bar exceptionally high 4 @FLOTUS What kind of 1st lady would @TonetteWalker be WI wouldn't know, we've never met her
621027317045985280	michelle obama	positive	My mom heard someone say Michelle Obama on TV and she started singing 5th Harmony... Help
621055603524284416	michelle obama	negative	Don't yall see what they doin they distracting us with today's kids will ever know because on July 14 Barack and Michelle obama got together
621553727334428672	michelle obama	negative	Retweet if you think Michelle Obama is an awful 1st Lady... http://t.co/mYpmCoLfE8
622070904265265153	michelle obama	positive	Michelle Obama: US 1st Lady teams up with Wale to promote higher education http://t.co/QDY3iC5TjF
622211557213257728	michelle obama	positive	Harvard educated First Lady Michelle Obama reminded attendees of a naturalization ceremony Wednesday that the... http://t.co/LeG5gtWs1C
622396313456541696	michelle obama	negative	The best way to find Malaysia Airlines Flight MH370 may be with Michelle Obama's arms.
623457980931903492	michelle obama	negative	Many may not know that Michelle Obama graduated from Harvard. What did she learn there? She had to surrender her law license for LYING.
623589519019900929	michelle obama	positive	First lady Michelle Obama gave a passionate keynote address at the first White House Tribal Youth Gathering in Washington on Thursday.
623617946603155457	michelle obama	positive	Wale is going to perform at the White House on Thursday as part of Michelle Obama's "Reach Higher" education initiative
623959800716636160	michelle obama	positive	2 Thomas Edison HS graduates will join 1st Lady Michelle Obama's Beating the Odds Summit bringing together 2015 college bound graduates
624022734792716288	michelle obama	positive	@Literarygrrrl Michelle Obama may be the first lady, but these shoes will make you a lady in the streets (and a freak in the bed).
624029200371073025	michelle obama	positive	Going to First Lady Michelle Obama's Beating the Odds Summit tomorrow! #excited by cameyyboo #WhiteHouse #USA http://t.co/1Wu5R5oXD0
624169794883858432	michelle obama	positive	2 MN college bound teens will be at the White House today with 1st Lady Michelle Obama. How they scored this life changing invite at 6 @kstp
624246879493206016	michelle obama	positive	#US 1st Lady Michelle Obama speaking at the 2015 Beating the Odds Summit to over 130 college-bound students at the pentagon office. &gt;&gt;
624602875654582272	michelle obama	positive	Crazy Monday: Michelle Obama juggles her roles with poise and grace http://t.co/zdlPQQOsKv
624746080446599168	michelle obama	negative	Yesterday was National Hot Dog Day . . . Or as Michelle Obama called it:  Thursday.
624747559102320641	michelle obama	positive	Also the first to graduate college, I agree. Michelle Obama: Making school cool is key to success. http://t.co/loJjjDwEXB via @washtimes
625001787460820992	michelle obama	positive	@CollinceBey I admire Michelle Obama more. Cant imagine how she survived being in a remote African village for 1st time! She deserved WH!
625046763297198080	michelle obama	positive	Is Michelle Obama and the sytycd crew dancing at the White House today cuz I may have to join
625191974753189888	michelle obama	positive	"The 1st Lady" Michelle Obama was in the house! What an inspirational moment! #ZenoFamily https://t.co/SLJ4kVpcHO
625325655161352192	michelle obama	positive	First Lady Michelle Obama kicked off the Special Olympics World Games in Los Angeles on Saturday, welcom... http://t.co/EGPFc8l5vy #news
625394044512956416	michelle obama	positive	In May I sent a Children at Nature Play sign to First Lady Michelle Obama. Today, I received a thank you note... http://t.co/RzKpcRd6CA
625666682263052288	michelle obama	positive	Michelle Obama to 1st gen college students on education: "This should be the cool thing to do in life." http://t.co/IAvm1PHADn
625795194819072000	michelle obama	negative	@marklevinshow Exactly! Now that the US is a Constitution-less dictatorship Michelle Obama may never leave the White House.
625992870026178560	michelle obama	positive	Michelle Obama has a dance off with Ellen DeGeneres to celebrate the 5th anniversary of the First Lady's "Let's... http://t.co/offpskaHAY
626270343397830656	michelle obama	positive	Michelle Obama played hopscotch, danced and sang with 33 disadvantaged children from the Indian charity Make a Difference on Saturday
626528275741839360	michelle obama	positive	my woman crush for wednesday is michelle obama bc she slays my life
626942343363608576	michelle obama	positive	If you think you've seen everything? You heard it here 1st. Meet 2016 Democratic Presidential Nominee, Michelle Obama http://t.co/wbgtIArfsD
627603448981258240	michelle obama	positive	@Anomaly100 @marpeesh @HMiglino @TeaPainUSA No wonder you think Michelle Obama may be attractive?!?
627613043703181312	michelle obama	positive	"Caller:President Obama said-'If there was no restriction on me having a 3rd term I would win it.' Was that a precursor for Michelle Obama?"
628324875627810816	michelle obama	positive	Michelle Obama is the sexiest 1st lady in history &amp; will be for the next 50 years at least. yes even hotter than Trumps current spouse imo
628572003939647488	michelle obama	negative	@thehill 50 Most Beautiful.  Michelle Obama #9? Seriously? She could make several top 50 lists but c'mon, really? Her mother even disagrees.
628947344793309184	michelle obama	negative	Study: Michelle Obama's anti-obesity campaign may actually make people gain weight http://t.co/UP2G3On4j6
629128080619999236	michelle obama	positive	so I just found out today that I might get to see Michelle Obama on Friday
629135660478107648	michelle obama	positive	i am going to try to meet Michelle Obama on friday
629506604103172097	michelle obama	positive	@JSCardarelle Yes! What I mean is that especially after Michelle Obama, the 1st Lady (or, one day, man!) plays a huge role in social issues!
629826755851849728	michelle obama	positive	Don't play! She is the 1st Lady Michelle Obama! http://t.co/vXGmqFxjMy
630390658721820672	michelle obama	positive	Happy 50th Birthday Michelle Obama! We're winding down our Friday with our favorite FLOTUS quotes! # http://t.co/gR9FhqKJEH
630531805246980096	michelle obama	negative	*finds out we need a shot for 6th &amp; 12th grade* Kelsey: "It was Michelle Obama wasn't it. She took away our food &amp; now she's stabbing us."
631240761619550208	michelle obama	negative	Kim Kardashian may have no talent, but she's a business woman. Michelle Obama dont got talent. She was just that wife on the come up
631533223529459712	michelle obama	positive	@AngryBlackLady @FatBodyPolitics did U just call Michelle Obama trash? #1 she is a awesome 1st Lady! #2 Patriotism = respect for 1st family!
631758201663295488	michelle obama	negative	Wouldn't surprise me if Michelle Obama was the brain child behind ISIS in the 1st place. @andyjonesKipper @Its_jihadist
632073060791808000	michelle obama	positive	The Michelle Obama Look Book http://t.co/SaRH5Zlzge via @TheCut | The 1st Lady. All dressed up , 4ever on the go &amp; on the taxpayer's $$$
632442122822664192	michelle obama	positive	Laura W. Bush Michelle Obama Psalm 72:15 Long may he live, receiving gold from Arabia,  prayed for without cease,... http://t.co/ZqPI9BiCm7
632960600923090944	michelle obama	positive	Michelle Obama, Barack Obama: Honor Colored Girls on February 28th (the last day of black history mon... https://t.co/XiiXsO0b1K via @Change
633071290581172224	michelle obama	positive	Jan runs into Michelle Obama on her way to a charity event. Storm clouds begin to brew over the women as they battle for psychic control.
633206249300099072	michelle obama	positive	Sum1'll say he saw PMB wt Michelle Obama @ a hotel kissin n d nxt 2nd ur readn it online alrdy! No e4ts 2 find out d authenticity of d story
633748998436728837	michelle obama	positive	Ugh! Michelle Obama was selected the Best Dressed Woman by The Sunday Times (Time). http://t.co/0bQ4SnQfxH https://t.co/U9cmWaOoFR
633780404777041925	michelle obama	positive	First Lady Michelle Obama is a elegant and classy 1st Lady who presence touch the heart of us all #LoveMyPresident&amp;FirstLady @InsideEdition
634133689216036864	michelle obama	positive	@Adorable_Dime you may be right. You also forgot about Michelle Obama and Rihanna on the cover..all granted interviews
634185712884183040	michelle obama	positive	AMERICA! my friends @TheStruts are playing the Jimmy Kimmel show tomorrow night with Michelle Obama! couldn't be more proud!
634311131797041152	michelle obama	negative	"for the first time in my adult lifetime I'm really proud of my country"- MOST UN-AMERICAN STATEMENT BY DISGRACED 1ST LADY MICHELLE OBAMA
634570385128710144	michelle obama	negative	@Matthops82 @nightowl197395 @sallykohn  Plus, it's Michelle Obama trying to pick what foods we can eat.  I may have read that wrong, though.
635385923363057664	michelle obama	negative	Faux FLOTUS Michelle Obama recently floated the Sheerly repugnant suggestion that she may run for POTUS.
635846449561927680	michelle obama	negative	How r the Christian "Right" going 2 accept this from 1st lady when Flotus Michelle Obama got slammed 4 her bare arms http://t.co/psat2Dgitx
636406126972674048	michelle obama	positive	Michelle Obama is one of the most active 1st ladies since Eleanor Roosevelt tbh
637418168508547072	michelle obama	negative	Let's put a stripper in the White House. And RWNJs say Michelle Obama has no class.  https://t.co/asaJnLPlPr
638183273630449664	michelle obama	positive	michelle obama would be a great president man just think about how she never sat on her ass while her husband was running
638825206325248000	michelle obama	positive	If Kanye really did run for president Michelle Obama would still be the baddest 1st lady ever
639750711107039232	michelle obama	positive	i want Michelle Obama to be president with Michelle Williams from DC as Vice President (she already know what its like to be 2nd in command)
640992207995072513	michelle obama	negative	Michelle Obama to jump in race for president? http://t.co/C6x2A7APvU via @worldnetdaily# A 3rd term 4 the communist, islamists in the WH, NO
633229749804994560	minecraft	positive	I may have a treat for you guys tonight so you can play some Minecraft with me ;) #TheDream
633416585164656640	minecraft	positive	Looking forward to learning about Skype, Minecraft, Sway &amp; more Thurs/Fri at TnT.  Still room for more! http://t.co/2Jp8u7xENz #psd70
633538664459431936	minecraft	positive	Doing a mock build of Ashoka build now and I think I might build her in Minecraft tomorrow.  If so I'll definitely stream it #disneyinfinity
633562589956468736	minecraft	positive	Had fun streaming with friends. Hopefully I'll get back to Minecraft tomorrow! Goodnight all
633702779291344896	minecraft	positive	Calling all Minecraft fans, this Saturday August 22, it's Minecraft survival night. Come show us your building... http://t.co/WW5d2CTrWg
633817258700242944	minecraft	positive	@bcfcAnt my birthday is Sunday August 23 I can't wait I hope I get ps4 with Minecraft and bo2 and advanced warfare and gta 5
633817867687960576	minecraft	positive	@oJutz I'll actually be able to play Minecraft with you tomorrow on stream :D
633852064439926784	minecraft	positive	Of course mom can make a Minecraft cake. Happy 6th to my little man. https://t.co/1HFAUkeNYF
634174882495000576	minecraft	positive	Early upload of Minecraft, this week, since I'm going to be away from the computer essentially all day tomorrow!
634315111155507200	minecraft	positive	@callahan_kristy check out my #YouTube  Channel new video soon about Minecraft I think you may like it
634348208630693892	minecraft	positive	LIMITED AVAILABILITY! REGISTER TODAY!! "Minecraft may have started out as just a game, but it has become much more... http://t.co/dUAN5oK1F8
634419216410640384	minecraft	positive	By @AmiriKing: My 7 y/o just back talked me.  Tomorrow while she's at school I'm logging into Minecraft and destroying her entire village.
634451260880650240	minecraft	positive	Playing #Diversity2 on Minecraft with @flipTflop and friends. #playing #it #for #my #4th #time
634482190835941377	minecraft	positive	@mrsdrakepve @anniedewey So my 3rd grader tells me you're interested in Minecraft lessons. He would love to show you the ropes!
634567397232504833	minecraft	positive	Gym time :) Friday stream will be back to Minecraft! See you then!
634703846695141376	minecraft	positive	@eckoxsoldier 'Ruben the 2nd' or 'Percy Porker' for Moo's Minecraft pet house pig?  :-D
634715048695459840	minecraft	positive	Next Thursday we're helping @DerbyMakers with the free Minecraft event @derbysilkmill. Find out more here: http://t.co/0JPLBRk6Um
634954535291719680	minecraft	positive	Thank you all for coming to the stream tonight! Very laid back tonight :D Tomorrow! We play Minecraft and more! :D
635014594445090816	minecraft	positive	Happy Saturday Petersfield! We've just had an excellent drop of new books, everything from the new William Boyd to Minecraft!
635329988389023744	minecraft	positive	Reply to this tweet with any challenge you may have or any idea's that you want me to do in Minecraft and I will make sure to do all of them
635337032986968064	minecraft	positive	WFS Saturday is about to start! If you have a 360, Minecraft is up, &amp; we're open to viewers joining us!  http://t.co/t3K4bjxhiO
635384109972348928	minecraft	positive	Trying to find Ghostbusters and/or Minecraft related gifts for Gavin's 6th birthday is proving to be a bit of a challenge. He has it all!
635510545614041088	minecraft	positive	@HydroTheWuff I may get to record some Minecraft with TheKindFox so I'm super happy :) ((HUGS)) &lt;3 Did you manage to check the skype invites
635541283633807360	minecraft	positive	Sunday is full of Minecraft hype on Kickback!  Can you make $100?  Pick a game at http://t.co/1wiWZNK4ZB http://t.co/WtwQt6WHnz
635871339262410752	minecraft	positive	I am now attending #insomnia55 on Friday. I'm doing a panel on making games in Minecraft! Not sure if I will stay the whole weekend yet.
636006404797657092	minecraft	positive	Rugid_azz and MaribolHD the two new followers. Thanks for coming hope you guys come back tomorrow for Minecraft with the boys. Lots of fun.
636163766091186176	minecraft	positive	Reserve your spot for our next Party Camp! Programming &amp; video creation with Minecraft! Starting Aug 31, grades 1-3 http://t.co/Yp7PVGmmyL
636338393945763840	minecraft	positive	@Autistic_Mind @autismfather the condition even though she doesn't play Minecraft, I don't mind. I may consider applying for Senior...
636416237073997824	minecraft	positive	26 August Free Kids Minecraft App Building: Creating web apps about Minecraft! http://t.co/uOZdIkVrHv http://t.co/oPa0j6eJHM
636439227933306880	minecraft	positive	@tank_matt Will you be on Minecraft now? Also can't wait to see you at Insomnia! Are you there on Sunday?
636491515947261952	minecraft	negative	3rd creeper base explosion because Tommy wouldn't give me everything I had ever gathered in the game. I am so done with Minecraft
636584228319272960	minecraft	positive	"Minecraft's creator will always be a hero to me, he gave my autistic son a voice" http://t.co/GZuQEnN5lS
636586322803748864	minecraft	positive	I'm not excited because a Minecraft game is coming to #WiiU. It's because it's 3rd party support and I'd love to see other TT games coming.
637123654908702720	minecraft	positive	@PhotonDragon13 @HarmoniCraftMC Okay sweet! I'll give it a go when I hop on Minecraft on Sunday
637275722436886528	minecraft	positive	If you are curious about my wild Friday nights: I promised Liam I would play Minecraft &amp; Kennedy requested burritos for dinner.
637318243271725056	minecraft	positive	@C418 May I use one of your ~amazing~ Minecraft tracks at the beginning of an interview I'm doing for my website? ( &lt; 30 seconds )
637369385372532736	minecraft	positive	Parent/child 3D modeling class with MINECRAFT!  This Saturday (tomorrow), 3 pm at Austin Tinkering School, only... http://t.co/pCo2UOIedv
637454738410237952	minecraft	positive	Watch ShelbyDenise LIVE on #kamcord. WooHoo it;s Friday! Come play Minecraft with us!: http://t.co/N4ZJwfM4cE is live come watch her play
637463434477608960	minecraft	positive	Let me know which games u want me to stream? KZ Sf, COD Ghosts or AW, I am Bread, Minecraft, Devil may cry, DCUO, Warframe? #PlayStation
637484872202911744	minecraft	positive	Also tomorrow. I'm streaming a actual Minecraft game so be there. Um I'll make a thing of what I'm playing
637656658240503808	minecraft	positive	Sorry for no video on Minecraft yesterday. It literally JUST UPLOADED! That video will be up on monday and i think you will enjoy it! :)
637667004409778177	minecraft	positive	Tomorrow I will either stream, more Max: The Curse of Brotherhood, Minecraft, Trials Fusion, or Call of Duty: Advanced Warfare, you tell me.
637705823016325120	minecraft	positive	@notch minecraft saved me from depression, thank you.  I still have college debt and need to support my family, may I ask for a donation? Ty
637764165336174592	minecraft	positive	@notch this may cheer you: ridiculously, I only found out what Minecraft was this morning #techybutnotagamer
637775827678195712	minecraft	positive	I liked a @YouTube video http://t.co/Hc25RtlJkY Meet the Medic in Minecraft (April Fools)
637795598687707136	minecraft	positive	Stream coming tomorrow streaming Minecraft and madden come check it out http://t.co/U9KD5G86D2
638026495622017024	minecraft	positive	Sorry bout the stream last night I crashed out but will be on tonight for sure. Then back to Minecraft in pc tomorrow night.
638101685794156544	minecraft	positive	No stream tonight guys and girls! Minecraft will be tomorrow!
638131720181559296	minecraft	positive	Thanks everyone for coming out to chat today. I'll be back tomorrow midday with Minecraft.
638222435817537536	minecraft	positive	WOW. thank you all for coming out to my YouNow and playing MineCraft with me! so much fun. love you all! will broadcast again tomorrow! &lt;3
638440610014167040	minecraft	positive	Guys! Good news! I found the authentication URL for Minecraft which means that I may be getting it unblocked! *fingers crossed*
638543285888393216	minecraft	positive	Our 4th graders are going to build missions in Minecraft. #elemcode
638858045322338304	minecraft	positive	I'm going to play Minecraft tomorrow on http://t.co/Xv7AlrYDDb around 4:00 I'll be in survival at my plot my user name is ssmississippi
639208241206005761	minecraft	positive	Off to bed but looking forward to flumps and playing Minecraft with Martin and Chloe tomorrow...Hmmm minecraft flump? #flumplover #minecraft
639440025160167424	minecraft	positive	Yesterday's Minecraft video is on the 2nd page when searching for Minecraft mods. This is good going for me :P
639510134117507072	minecraft	positive	Minecraft account: Derosion @Mineplex Retweeted, may I wish best to all for the legend rank!
639625762123845632	minecraft	positive	Anyway, I'm gonna make something in Minecraft for #TCMParty's 4th anniversary.  Hold on, though; my stupid PS3 is updating.  Again.
639647815761719296	minecraft	positive	5th grade Ss in @DavidDllanes class study decimals with Minecraft. http://t.co/GIJx52k3Qd
639717286761373696	minecraft	positive	ok, about to do a @lybootcamp workout while the kids are engrossed in Minecraft videos. Happy Friday!
639760085112233985	minecraft	positive	Music and Minecraft, the best thing on a free Friday. @MsFairyViolet is streaming! OMG! Get in here! http://t.co/pxgElWx4Is
639917891463221248	minecraft	positive	@AppStore plzz accept Minecraft update by at least Sunday or Monday please we are all waiting for it we all have been waiting for a month1/2
639968575021817856	minecraft	positive	Sorry for the lack of Minecraft my computer is broke so I can't play it on PC. May try to record Xbox 360 Minecraft till I get a new one.
640153633338687488	minecraft	positive	Tomorrow i will play Minecraft with by friend!!!
640160732911390720	minecraft	positive	@AshleeeyMaarie you may have not won at Mario Kart, but you proved that Minecraft is your kingdom! #BowDown #LoGLive
640241433505591296	minecraft	positive	So I may have just bought Minecraft.
640371934484672512	minecraft	positive	Good day for vids tomorrow. Stasis, Long Dark, Rebirth and Minecraft!
640412683049828352	minecraft	positive	Tomorrow I'll be streaming Minecraft at 4pm est. See you there #minecraft #PS4 #Twitch
640511732956463106	minecraft	positive	@notch Many thanks for Minecraft! It has enriched my son's life. May you find happiness, fulfillment and success in future endeavours!
640602509128691712	minecraft	positive	@Minecraft Hello, I have an idea for the next version of Minecraft. You may add in Minecraft dirty cobblestone, dirty stone brick, etc.
640707748724797442	minecraft	positive	Any of you will to watch Minecraft and have Half-life on Friday? Cause that's the only game that's ready to stream that I am willing to play
