240117467488325632	positive	"Thanks to all those who joined UYSA and the University of Utah in celebrating Youth Soccer Month last Saturday,... http://t.co/39jQBGV8"
285609537480826881	positive	"@pkollar Well it was either that or watch you play Raccoon City, so.. I think I may have won?"
212368940607873025	negative	"I wasn't around for Hot Jam, why is it even on a monday"
235090580248608768	neutral	@Drake performing at the Kee on August 18th? Is this real life? Betches retreat ... #thisisourchance
254388019765850112	positive	"Day 1 at the SoCal College Fair @ Pomona Fairplex--1st person to get to our booth &amp; say """"your story matters"""" wins something special! #doit"
257853772624195584	neutral	"De La Soul's First Serve project with Live Band debuts this Thu 18th in Meeting House Square, ONRA supports on MPC http://t.co/DN2SfycQ!!!"
278964993221861377	neutral	@keccles653 I just googled it haha Catelynn and Tyler met first and butch and April have been married but they got divorced
251819927835639808	positive	"Mertesacker is first choice for me, Koscielny and Vermalen should fight for the other spot tomorrow. He just compliments the 2 brilliantly."
218234337097826304	neutral	Anybody going to that 4th of July pool party in Knollwood?
271629261465604099	neutral	"New Cher single coming on Monday to iTunes, """"Woman's World"""". This is the official streaming from Warners on YouTube: http://t.co/xYdN9cCF"
263603901603913728	positive	"Team CK vs Demolition on November 17th at the American Legion Post 80, Main St. in Binghamton NY. Get your tickets now! http://t.co/BieEefZD"
269437682537594881	positive	@GMA My daughter @jordynking17 will be 14 on December 17th! We r going to see Buddy @ The Kirby Center in WB on December 14th. So excited!
229095599125979137	neutral	Tomorrow there will be a new Miss Teen USA. Make sure you follow the current @MissTeenUSA Danielle Doty's personal account @DanielleDoty
275763510150053889	neutral	"#tunewiki """"How to See the Sun Rise"""" by Ben Sollee http://t.co/NGmKGoS1"
207097523523956736	positive	Morning!!!! Soundset was popin and hot as a tity but time to waken bake easy the sun burn haaa
225910551686029312	neutral	"@owenhants Hee hee! Do you know, that picture was taken after husband bought me tickets to see The Ladykillers for the 3rd time."
272216625795698688	positive	"Teddy Bear Toss, a Brad Mills goal and more fun from Maverik Center in a tough loss Friday. See you tomorrow at 7! http://t.co/ytoBfqfW"
278722624220196864	negative	@rhymesayers a close 2nd is playing nothing but RSE on my drive to Soundset from California. Then nothing but RSE on the way back.
197400442790096896	neutral	"Dr Joe will kick off his Australian Tour with a lecture at The Conscious Club in Sydney, Australia, Thursday, May 17! http://t.co/uaqUTMgO"
247286539611152384	positive	Have a lovely Sunday and keep it MYSA
282528927883354113	positive	"just only for true Liverpudlian, download this song on iTunes IDR15.000. keep it on 1st in xmas chart! #ipho http://t.co/a2y80z6l"
276302833844891648	neutral	"SAVE THE DATE !! Next saturday, the 14th of december, Circoloco is back at Showcase - Paris Live Club with Dan... http://t.co/kNbJQH86"
250825004000890881	neutral	"2013 marks the 100th birthday of the Chelsea Flower Show. If you're heading to the UK in May, why not combine a... http://t.co/Buxt5z6x"
264433109209063424	negative	Having the NY Marathon on Sunday is like having a parade in Raccoon city right after the T-Virus went airborne.
278164121197895682	neutral	"A New Work, Threshold, will be read by the African American Repertory Theatre of Virginia this friday at the... http://t.co/cdS0NASp"
267682008099090432	positive	I went to a Remembrance service today for the 1st time and can say it was so touching.
259002412986163200	positive	Sun got the best of me at Soundset #tbt http://t.co/1bG1vVQM
276782324551667712	neutral	Check out what's happening at the San Diego County Fair (Del Mar Fairgrounds) this Saturday! http://t.co/Vqm9lMk4
226268858611290113	positive	my 1st bias in t-ara still eunjung jiyeon okay still EunJi !! but plus Danee now muahahahah so it being EunJiNi ._. lol
272427872575176704	positive	Transformers Prime is being syndicated to the CW Network for their Saturday morning cartoon programming block. Very interesting.
279266106722631681	positive	@TBM1983 Oh let me know if you hear about what's on at Sankeys 11th and 12th of January?:) my 21st!! Could just celebrate it at Circoloco
273240496820854784	neutral	@WaddleandSilvy Might be stopping be the studio on Friday. Have any of that Halloween candy left over?
281317077623635968	neutral	@JulissaSlattery the Friday we got off of Thanksgiving break
269124991642132481	positive	@centuryblu Thanks again for tix to last nights Passafire show! Bout my tix to the RNDM show for tomorrow night!
277968019437780993	positive	I hope we watch the concert tomorrow.. I need to see Danee!!
211114998657847297	neutral	Just got word we are stopping back in Pittsburgh before the tour heads to Ohio June 29th #PartyWithThePros
283628517772640257	positive	Kiryu to Release 9th Single This Christmas Visual Kei band Kiryu surprise their fans with great news! The band... http://t.co/hJxgp7va
224187394822385664	positive	"Tomorrow at Knollwood, Tyler Graham and Ashley Mayhall compete! Any body I'm missing, let me know! Zoe is on vacation..Enjoy the trip!"
274635468967116800	positive	"Liverpudlian, David Price defeats Matt Skelton in the 2nd round to defend his British &amp; Commonweath heavyweight titles."
280801520713347072	positive	Shouts out to big @EPetro10x It's his 16th birthday today! Trosk is the best baseball player since Kenny Lofton!
275212211625025537	negative	Having to work a Sunday but a Sunday of the Edinburgh Derby #grim
221801144127733762	positive	@train saw your concert at San Diego County Fair on June 30!!! I loved it!! You guys were amazing!!!!!
256500849684131840	neutral	And you're all just going to have to accept the fact that I'll be slipping in and out of the Liverpudlian accent tomorrow ok OKAY
246692511605739521	neutral	"Parkdale students, take a break from homework and head to the Polish Festival! Saturday and Sunday only!"
285825033073471488	negative	Don't know why I'm being a melt and just go Circoloco tomorrow
229742859765551104	positive	Congratulations to @Lizarddd33 for being the first one from WV to ever be a Miss Teen USA 1st runner up!!! Could not be more proud! Love you
241799723458113536	positive	"Gah, I still can't believe I got to meet @colinferg at Phoenix Comicon, back in may. Still excited about it!!!(: http://t.co/kF9OyjGu"
237890878411255808	neutral	Feels like a Monday. (@ FM Kirby Center for the Performing Arts) http://t.co/6xntLO5i
249328279947997184	negative	"Spent about 9 hours straight in the sun for Waterparks video shoot, going to spend the same amount tomorrow at Riot Fest. KILL ME."
265541029535555584	positive	@Acti0nGirl if you love pinups and Burlesque check out The Burlesque Assassins film premiere in Baltimore on Nov 9 at Creative Alliance.
243987923517730816	positive	Had my 1st Beef Bibimbap today at Westfield Parramatta. Never knew it would be so filling. 5 hours on and still not feeling an edge hungry.
255162226833494016	neutral	"Watching jiujitsu matches all day long, getting ready for Sunday!"
274534692462657537	positive	Omigod you guys I get to see HOLY MOTORS tomorrow.
243995106741473280	negative	"Everyday I'm like """"shit is it the 17th yet!? Did I miss the Kiryu project!?"""" &gt;&lt;"
247840804301856768	neutral	Anyone got peeps at #Harvard? Going to hear Jonathan Kozol speak tomorrow. Hoping they allow motorscooters at the bike racks?
209360783367344131	negative	"lol, all the people on the facebook live chat on Rock im Park are real idiot's. i explain them that Evanscence have performed on friday..."
274579923480477697	positive	"enjoying some @Nandos_USA for lunch today because it's Friday, and I'm finally finished with Thanksgiving leftovers :)"
243775118323634176	positive	@PaigeGrahamx painting the Liverpudlian town red on Saturday night anyone? I know I am!!!
257261500207620097	negative	"OMIGOD worst moment when you realise that its the last day of the holidays, school starts tomorrow and you STILL haven't done your homework!"
243452625851400192	positive	"Funky mojos Saturday with the girls, Sunday my birthday, next sat Circoloco then Ibiza!!! Loving life #happydays"
222845478709112832	positive	"MDSL Finals this Sunday, July 15 at 6pm. Come watch MYSA take on the Detroit Hustlers at Ultimate Soccer Arena!!(http://t.co/38cOcMVL)"
222537928860106752	positive	"Gotta love it, and Snoop is playing tomorrow night at Bluesfest! http://t.co/FlrolMwO"
260079824742252545	positive	@iroz08 We're at the Beverly Gardens Park for the art show. We're here til 5pm!! Art Museum to the Art Park - perfect Sunday!!
236434275162013696	positive	@TheRickiLee @2pm ... see you on FHV at 6pm ..... And hope to see you at Westfield Parramatta on Sunday at 1pm :-)
255666719681552384	neutral	Youth Soccer pictures are this Saturday (10/13)! Check out the youth soccer schedules on our website!
222169893167046657	positive	@dorothykt I made a time-lapse video of the San Diego County Fair you may enjoy! http://t.co/xTa96pm5
229295427822968832	neutral	We're in hostile territory with these WNY Flash fans. 2nd half of overtime about to begin...Red Stars kicking off.
267902739818897408	positive	Veteran day ballin. ... Glad I dnt got no class tomorrow so I'm vibin
259178289065762816	positive	@kieferravena: Leaving for Bacolod on the 20th! Having a Sun Cellular Event in BCD. See you guys there!!! - OMIGOD! SEE YOU TOM KIEF.
235861426961514496	neutral	On 2nd thoughts let me watch the repeat show of Styled To Rock ! Why am I not in this episode u get to design for Kanye West cha :x
256212349873176576	positive	"@BrentSpiner Big fan of your work! Star Trek, Threshold, Fresh Hell, Alphas, etc and may meet you in person at DSTL! Yay! You Rock!"
208664069979385858	positive	Happy Bacon Fat Friday Ya'll. Copper river salmon rillettes tonight &amp; the Selena Gomez Dog. Gonna be a good Friday!
254722428939403264	positive	@jesselalejo Yeah so much has changed for the 6th. Lots of combat fighting. And inventory is different. Did you do Raccoon City?
218889153834790912	positive	@ChristianaBenne You and all of the dancers at Ballet West are amazing. I absolutely love to watch you all every Thursday. SO TALENTED!
261845866229399552	negative	"RNDM has a beef with music videos Debut album """"Acts"""" out on Oct 30, 2012 https://t.co/aP2yNM2S"
271106510669615105	positive	"@therobindiaz Watching on livestream tonight you guys put on a hell of a show as always, see you in Binghamton NY next Saturday Love u guys"
226798114596610048	negative	"@VivaVHS Haha. I've got to cut down mate, not looking forward to going through the WARNERS. Might try and sort small set tomorrow VESTRON."
244419049344348160	positive	"Excited for all of the Youth Soccer Teams today!!!! Go get a """"kick"""" out of this Saturday! #MYSL"
244087933349535745	neutral	"Mitch Steele from Stone Brewing, our guest on today's WILK Friday Beer Buzz! Click for the video! http://t.co/aJty62jj"
235407422200631297	positive	"If you participated in our Adult Summer Reading Club, we've got a great program on Saturday! Laughter Workshop: http://t.co/qcEQc5O1"
236806293204115456	positive	@hwjhanna Love those Sun Mountain bags.Had fun at Lough Erne - roll on the Grove.
238835939231805440	neutral	"In a year focused on the Summer Olympics, Winter Olympian @BodeMiller received a win of another kind on August 23 Read: http://t.co/6MwJqUPL"
223345196744720384	neutral	BLUE News: Today I am going to dry out the show gear whilst the sun is out. It got very wet at the Great Yorkshire Show http://t.co/jf4GI4ih
215078394520535040	positive	Barbarians tonight for the mighty men of #freedomchurch in Makerere University. And what a powerful message from Sunday to get stuck into!
279763785038823425	positive	We're stoked to announce that our brothers in @prypiat have been added to the show on January 4th at Rum Runners.... http://t.co/X8kQEba8
272485197168115713	positive	Amazing football with tons of thanksgiving leftovers is making for the laziest Saturday of all time
223917864409767936	neutral	Another event coming up soon for POE August 4th &amp; 5th at Pomona Fairplex. will fill you in soon!
212006139779485697	neutral	COOL OUT MONDAYS goes down tomorrow night at the Gin Mill... 10-2 grown folks only!! http://t.co/IIKf9Xbt
234388370468524032	neutral	@RushiNyan 2nd dyz - Acid Black Cherry - DIR EN GREY - DOG in the PWO - Kiryu - MAXIMUM THE HORMONE - Nightmare - Plastic Tree - SaTaN -
229505133518667777	neutral	"The curse that is Sunday mornings at the Nationals strikes again, drew 1 - 1 with Barbarians but finish top of their league."
268125444455399424	positive	Happy Veteran Day..to the wonderful men and women who served our country..it may be a tough job..buts it for the love if America..God Bless
249392362059599872	positive	@clubalektrablue Perfect for the week that contained International Talk Like A Pirate Day (19th)... Arrrghhhhhh!!!! :-) x
223853872802836480	neutral	so i've been sat watching the junior champs not realizing the london grand prix was on -.-
241111184592486400	positive	@BrockJays i'm coming to see you you at Westfield Parramatta on Saturday!! SOOOO EXCITED!!! xxx
230461213316878337	positive	"Seeing the Nekromantix on Thursday.. I shall wear MUFE Moulin Rouge lipstick &amp; my PUG Jack-O-Lantern necklace, all thanks to @MichelinePitt!"
247781214721810432	neutral	MT @oakartenthsiast: Sculptors! Have you submitted for new Art Park on Telegraph &amp; 19th in #Oakland? 36 hours left! http://t.co/iVcqwEkZ
242594420736806913	positive	De La Soul's Eye Know playing in Pret - the perfect Monday tonic!
238888228797677569	positive	My cousins are coming up later for the Runrig concert tomorrow nights. Haven't seen them in months
256151834199212033	neutral	"Nearly mid-October...Best dust off the old Misfits, Nekromantix and Nerve Agents MP3's ready for their token halloween week listening #ghoul"
266255026350088192	negative	"GC Event Update: Friday's event Fire in the Ashes, with Jonathan Kozol &amp; Brian Jones, has been cancelled."
258884230308839424	neutral	"Today's thermomix creations, vanilla fudge for the scout fundraiser, Moggill Markets this Saturday, bread rolls for lunches tomorrow!"
276791630412017666	positive	"Nekromantix, The Black Rose Phantoms, The Spoofs and Clownvis will be performing at the House of Blues on Dec 21! I got 4 free tix! Lets go!"
226619018763698176	neutral	@PompeyNev Sunday's stage is one for sprinters - who will be way down the classification so no threat to Maillot Jaune.
270680248692125696	positive	"@LisaMonroeNow Yep, it should be pretty good. Did you see our interview with Morgen about Crossfire Hurricane? http://t.co/bLimFNo8"
267405542971039744	neutral	"Bizarre fact: Remembrance Sunday (tomorrow, peeps!) shares the record for joint longest televised annual event with the Chelsea Flower Show"
249037615825813504	positive	I hope my better half is feeling better today! I will be so sad if we can't climb Mount Snowdon tomorrow! Was so looking forward to it!
208973452881829888	negative	Vermalen and @VincentKompany in defence! Belgium are going to be difficult to score against when playing their 1st back 4 #England
281269284217421824	positive	Watching Nightmare Before Christmas for the first time in a long time. It holds up but I may be biased cause Danny Elfman sings the songs.
240925046347034624	positive	@1nationunderrob i believe i just got ur msg. so chill out.... Splash Dance happens every thurs night at surrender. its a pretty good party
267978730964676608	neutral	Veteran day video makes me think of 5th grade #mylife
273932032986456064	neutral	"I will be tapping Stone Brewing """"Enjoy By IPA"""" tomorrow at @Bleu_Restaurant. We've got till 12/21/12 to drink it."
253652249962754048	negative	Catelynn looked like a straight up street walker the 1st season of teen mom.
242981812022964224	positive	"@MaiteOficial today is 1st day in school.. wish me luck, Maite!!! #TQM"
251380740133113856	negative	"Arr! Last Wednesday, on International Talk Like a Pirate Day, some pirates invaded Mobius for a day of Pirate Science! http://t.co/4OzCT9vl"
269340425297489920	positive	Mr Blue Sky to make this Friday even more awesome. Quickly followed by Eagles of Death Metal.
257889614356951040	neutral	"My piece on Mehdi Hasan &amp; abortion on @Guardian: """"Yes, being pro-life does make you less of a lefty"""" http://t.co/5hL8fTgi"
245210641877577729	neutral	"Well, I guess this is the last Monday I can blame Gin Mill for my hangover."
260036543383760896	neutral	"@Stringsmusic1 Check us out http://t.co/beCurKYd @Renditiontv airs every Friday on the CW Network and covers Charleston, SC to Brunswick, GA"
226017856897290240	positive	If anybody's in the Lechlade area on Sunday Lunch time come and watch my band et al play at the Riverfolk Festival. http://t.co/c7HXCAym
242855843341680640	positive	Just finished watching the 1st season of Breaking Pointe (new tv doc about Ballet West) and was pleasantly surprised. What did you think?
225588752096051200	negative	I want to go for Dance on Friday but it seems like I can't because it's Nurses Day on that and we can't skip it! NUUU. HAIS.
259921890364248064	positive	@maddielineee i like that idea hehehe. Interlaken is fun but we may see the tweaker again....we'll bring protection.
244472789195710465	neutral	"Wetherby Reading Club. 11 Sept, 2.00 - 3.30pm, Wetherby Library. Places are limited. Please contact the library for details: 01937 583 144"
263649986703679489	positive	"Tomorrow is International Talk Like a Pirate Day. Drink some of this, and the heart of the fair maiden will be yours! http://t.co/GCE7QEw2"
210965690834882560	neutral	#bluemoon on deck! Friday morning with da bro and best friend @ The Gin Mill http://t.co/xERaFRqG
235048139713826817	negative	"Lol RT@RihannaDemos:The fact that almost all the""""Styled To Rock"""" candidates are on Twitter Who's ready for stalking?They may spoiled a lot?"
285844246446092289	positive	I think I may have a slight (um maybe a severe) addiction to the vanilla fudge quality streets. THEY'RE IRRESISTABLE
227883811092971520	positive	@karminmusic JUST found out about Binghamton NY next Saturday - can't wait! :) #Spiediefest #RoadTrip
217802879715647488	positive	June 15th is now and forever going to be Matt Cain Day in San Francisco. And they gave him a key to the city. Wow. #SFGiants
227511394092867585	neutral	"@gillabill finally replying! In Brac at the moment, moving onto Hvar wed , den Dubrovnik Fri, and fly home monday!"
246826095721197568	neutral	Youth Soccer continues this Saturday. Check with Chandra Farnsworth if you need schedules and times.
248550399991230464	positive	Did you know September 19 is International Talk Like a Pirate Day? And a mighty fine day it is mateys! ARrrrrrrrr!
271021749511016448	positive	"Next meeting - Tuesday, Nov 27th at 7pm at the Creative Alliance. See you all there!!"
212318307125178368	neutral	Rival Schools has just announced their Australian Tour dates this September. Tickets on sale June 15. http://t.co/nW25bzaU
216087284188061699	neutral	@GirlfriendMAG Model Search tomorrow between 9am-12.30pm at Westfield Parramatta. Applications available on the day.
222927006919163904	negative	Very disappointed to learn that the Great Yorkshire Show has been cancelled @greatyorkshow . Had planned to go tomorrow.
262549341976272896	neutral	Fact: Trying to escape the bed in the morning may require some expertise in Jiujitsu.
248860530272501760	positive	I'm finally going to get to see Rise Against! Who else is going to Riot Fest on Saturday?!
238202047680352257	positive	Can't wait for tomorrow when some of my Liverpudlian family arrive for the bank holiday weekend! :D
256216762150973440	positive	Everyone in the Summersville area come watch our game tomorrow at Nicholas County!!
277281587186524160	positive	So excited you're coming home tomorrow! Love you MITCHIE. #onlychildprobs #imbored @meeschtull
275083973842067456	positive	Thank you Baltimore for a GREAT Holiday Heap! My best ever today! Join us tomorrow at the Creative Alliance 3134... http://t.co/wErFI7r0
279838164808503296	neutral	"I'm going to sing Different Summers on Monday, by Mitchie Torres/Demi @ddlovato .."
239702462540427264	neutral	"Just watched Pulled Apart by Horses &amp; Band of Skulls, &amp; am about to see Eagles of Death Metal! 19th birthday shenanigans @officialRandL"
267885184039407616	positive	The best thing about Veteran Day tomorrow: the kids are off from school so I can sleep until 7:45 :)
269195209592684544	neutral	"Getting ready for Knollwood P.S. bazaar, tonight and tomorrow! Details, see here: http://t.co/rRRrQvFD"
267946358261039105	positive	Antonio Carluccio may tweet about going to the dentist and napping but I still love him.
266190740609175552	positive	"Veteran day is on the 11th, remember to thank a vet or soldier for the fact that you had the right to vote on Tuesday."
216330534517874689	neutral	"In related news, there were no subs for the Red Stars to start the 2nd half. No lightning updates yet..."
245107351370207232	positive	okay?! omg! ill do it tomorrow! and BABY BOOM! hahah XD i promise! :)
237677809156362240	positive	$1 daiquiris at Rum Runners tonight and I don't have class til 2 tomorrow..... Yesssss!
242593103356235776	neutral	"Found Footage Festival: Hey, whatever happened to that VHS tape?... Sunday, September 9th, the Creative Alliance... http://t.co/qu2nRHlh"
260145473703247872	neutral	I just noticed MySa squared us in our friday game (-__-)
260636221905195008	positive	Climbing Mount Snowdon on Sunday for #childreninneed with 6 young people from a home....anyone want to sponsor me @antanddec @Harry_Styles
267610285525835777	positive	Been to the #Woking Remembrance Service - now out delivering in support of @OsheaNick for Thursday's Police and Crime Commissioner election
236604641184460800	positive	@LewisAtkinson that's the 2nd best programme I've watched all week. Jimmy McGovern knows how to make drama
272276726510391296	positive	"New at forum: Ferry from Dubrovnik to Hvar: Hallo, we want to travel from Dubrovnik to Hvar on Sunday 1... http://t.co/XI64g5px #Croatia"
248444829497962496	positive	This just in!!! I will be performing in the Nina tribute show this Friday at the Creative Alliance!! As a special guest of Jonathan Gilmore
261077453592731649	positive	Brilliant that the Edinburgh Derby is at night on the 3rd! Can't beat the atmosphere of these games under the floodlights #Hibs
259240778222665728	positive	The view of the clubhouse from the 1st tee at Lough Erne yesterday! Best parkland golf course in Ireland. http://t.co/9ipo8OLn
261941613322964992	neutral	@LUFC_SOCCER Gators soccer wins 12th SEC title: The three points earned put Florida on top with 33 ... http://t.co/4xWFKZXn Youth Soccer
238860186884927488	positive	"@SurrenderVegas tonight, light up the night at our 2nd edition of Neon Night Light. Bring out those bikinis and Splash Dance! &lt;3"
246331370849329152	positive	@BubbaNicholson what is going on young man! TEAMLTD misses seeing u on Monday's at The KEE for our 'casual' drinks. Catchup in Toronto soon
208273254366969856	positive	"PSYCHED that Jeff Shaara just released the 1st of 3 new books! """"Blaze of Glory"""" about the Shiloh &amp; the Western theatre of the Civil War!"
282628582294056961	positive	I want to go to grand bend for may 24
274956342568030209	positive	"Got my Sunday sussed out start with Russian game,MK Dons,Edinburgh Derby for starters.!"
275253093212491776	positive	On Wednesday we welcome chef and restaurateur Antonio Carluccio to the store to sign copies of his new book. http://t.co/8Pq0Sccl
259211398662479873	positive	"Locked and loaded for IGTOA this weekend at Lough Erne, home to LK tonight playing @Ballyliffin tomorrow forecast looking good! #linksgolf"
256347985028468736	positive	I love the new Antonio Carluccio show on SBS. Beautiful food in gorgeous Liguria Italy. Watch it every Thurs 8.30pm. #bellissimo
235890176247881728	neutral	@james_Jeffrey Pussy Riot: are you sure? Barbarians defended | Herald Sun Andrew Bolt Blog http://t.co/hRiqnFFy
249603054050082816	positive	Going to Warhorse at the Winspear Opera House tomorrow. Really really excited! Anyone else seen this?
240427760684785666	positive	Finally made it back from French storms to Luton sun. And in time not just for acting debut 9pm but Jimmy McGovern on @richardbacon 215pm
225737278453075968	positive	"Made vanilla fudge, tastes incredible, making chocolate but stopped cus it got late, finishing it tomorrow :D all for @vinnymac31"
224258749785841664	positive	"Tomorrow Bradley Wiggins will break the record for number days in the Maillot Jaune for a British rider, beating Chris Boardman. #TdF"
250368670231040000	neutral	"2016 Summer Olympics will be in Brazil, the 6th largest economy in the world. Crazy fact: fewer than 15% of roads in Brazil are paved."
255406391743881217	positive	Catelynn and Tyler from Teen Mom are apparently going to be at Bethany tomorrow! Looks like I'm going snooping...#dreamcometrue #highhopes
200769052329783296	neutral	"This Sat., I'll be at the Whole Earth Festival in Davis, CA. Chatting with Kim Stanley Robinson about SF and the environment, from 1-3pm."
272059264271527936	neutral	Highest accumulations from Snowsqualls tonight to tomorrow would be between Bayfield and Grand Bend along hwy 21 &amp; SE to Stratford #onstorm
282112185629560832	positive	@BitterMel1065 same here in Detroit. Come out to Gin Mill on Saturday if you're bored. Mark's in town too. We're going to partay...
279576572695031808	negative	@QIONGGG i think i go tomorrow. Cuz im on my way to my dad first cuz i have no money to go to interlaken T.T i just hope hes there tomorow
272804540762435584	positive	"@dimebagwillsy3 @RollingStones have you been watching Crossfire Hurricane, the documentary, last 2 saturday nights? Superb."
278607306676129792	positive	"@piersmorgan relax, you can now concentrate on finishing 4th and which one of Wilshere, Carzorla or Vermalen you want to sell to City."
269180365216833536	neutral	"You want to see wrestling in Binghamton NY, then get your tickets for this Saturday as 2CW returns to the American Legion Post 80. #Iam2CW"
254995624213221376	negative	"Every time I see a runner slide into 1st, I see Kenny Lofton laying on the ground, arm limp like a dead fish."
279773071068520448	positive	Still Got Halloween Candy?: You may be priding yourself on the fact that there's still Halloween candy h... http://t.co/NpdL0AOb
253587487245598720	neutral	@RocketSoccerAM one for 3rd eye arsenal v olympiakos vermalen falls off the crossbar into the olympiakos goal around 60th minute
240830544240312321	positive	Lots of appointments booked in for Shaun's trip to the satellite office in Haltwhistle tomorrow. Its good to keep him busy!
279733791113748480	positive	2 hours and 15 minutes away from Utah and Alaska. Come on over to the Maverik Center for Friday night hockey. It's Always A Good Time!
236213113551216640	positive	Super pumped to celebrate with my K/1st graders who made it through Summer Olympics: Training in Truth @TheAustinStone #lovekids #loveJesus
272392284056715264	negative	Thanksgiving leftovers loses its appear after the 2nd day... Gotta find some Otha shit to eat today.
278173666188079104	positive	@JessAnnMason Hi Jessica--looking forward to having you do your IJNet chat on Tuesday. Hope you saw Maite's email.
249074748422774784	neutral	"A love affair with alliums - Vancouver Sun: A love affair with alliumsVancouver SunAt the Chelsea Flower Show, w... http://t.co/aTMlz0B2"
258131418650136576	neutral	"I've not read Mehdi Hasan's article yet. When I do I may owe some people an apology. However, we need to keep in mind the role of religion."
264370006547128320	neutral	"Climbing Mount Snowdon tonight, have a feeling a may need crampons, can someone ask @BearGrylls if he has any spare I could borrow?"
256082045883805696	positive	"clear the day this saturday Pepper, i'm going to Kiryu."
243595757796589570	positive	"@IbizaClubnews Flying out on the 24th arrive at 4pm, straight to Circoloco then Cocoon heroes! #nomessing"
279037052304113664	positive	May be leaving in May to tour Canada with Of Temples ;). Beckley / Summersville shows the first of the year aswell. See you guys soon!
267552869807448064	positive	Happy Veteran Day! Back in the day! 2nd 75th Ranger http://t.co/0FWuNd9q
207524389300862976	positive	hope you all tuned into the Chelsea Flower Show - some of the exhibitors will be at the Kent Garden Show beginning on the 2nd of June!
238008041218400256	positive	We are blessed with the writing of Jimmy McGovern in this country. Long may that continue #theaccused
254986265563377665	positive	Watching this U10 tournament on the #turf at MYSA really shows how much 1st touch and possession go hand in hand - for my HS team too! :)
268071063638908928	positive	Sucks that I left Warners after they sign one of the hottest UK artists @liannelahavas Can't wait to see her live in March! #lianneRocks
226182981625184257	neutral	"Come see the Performing Arts Institute performance of """"West Side Story"""" at the Kirby Center in Wilkes Barre PA on August 2 and 3 at 8 pm"
282679997733408768	positive	FIGHTER FIT CAMP TOMORROW AT 11am!!!! 1st timers are FREE!!!! Open mat JiuJitsu at noon. It's going to be a... http://t.co/OKzY0RHL
209725578193018882	positive	@m_shinoda Did you enjoy Rock im Park? :) I was at the front = so epic! See you tomorrow in Berlin! Any surprises? ;) Linkin Park rocks! :)
273688535561797633	neutral	Who else is going to see Catelynn and Tyler at Anthony Hall on Thursday?
261527164967591936	neutral	"@SeanJohnGerard @gmurph25 @tompcotter It's decent but not +3 standard yet, teeing it up at MJ on Monday. How'd you play at Lough Erne?"
261520543570857986	neutral	Uber socialist Mehdi Hasan on #bbcqt panel for 5th time since #GE10 - More than any other panelist. Does he have a season ticket??
217365561011732480	positive	@Lee_Hathaway fantastic. Best book my taxi from there to Lechlade now haha! Going to be a great week! You about after work next tuesday?
